LOCATION ACCOUNT #,BUSINESS NAME,DBA NAME,CONFIRMED,STREET ADDRESS,CITY,ZIP CODE,LOCATION DESCRIPTION,MAILING ADDRESS,MAILING CITY,MAILING ZIP CODE,COUNCIL DISTRICT,LOCATION START DATE,LOCATION
0003044905-0001-3,ECHSEN INDUSTRIES LLC,,,14715   ARMINTA STREET,VAN NUYS,91402-5903,14715 ARMINTA 91402-5903,28531   SILVERTON DRIVE,LAGUNA NIGUEL,92677-1452,6,1/1/2018,"(34.2139, -118.4536)"
0003085840-0001-0,YHLA CULTIVATION LLC,,,14747   ARMINTA STREET,PANORAMA CITY,91402-5903,14747 ARMINTA 91402,1812 W BURBANK BLVD,BURBANK,91506-1315,6,1/1/2018,"(34.214, -118.4543)"
0003068162-0001-8,RJRC LLC,,,7931   DEERING AVENUE,CANOGA PARK,91304-5008,7931 DEERING 91304-5008,,,,3,1/1/2018,"(34.2144, -118.5955)"
0003074625-0001-5,REMMET FACILITIES LLC,,,8010   REMMET AVENUE,CANOGA PARK,91304-4127,8010 REMMET 91304-4127,,,,3,1/1/2018,"(34.2159, -118.6001)"
0002256972-0001-2,DISCOUNT CAREGIVERS,DC COLLECTIVE | DC COLLECTIVE & CLOUD 9 DISTRIBUTION,,8053 DEERING AVENUE,CANOGA PARK,91304-5011,8053 DEERING 91304-5011,,,,3,6/29/2007,"(34.2164, -118.595)"
0003217121-0001-1,JOSELITO SANTIAGO,,,8030 VENTURA CANYON AVENUE,PANORAMA CITY,91402-6313,8030 Ventura Canyon 91402-6313,,,,6,1/1/2016,"(34.2168, -118.4284)"
0002269618-0001-1,NORTH HOLLYWOOD COMPASSIONATE CAREGIVERS INC,,,8085   WEBB AVENUE,NORTH HOLLYWOOD,91605-1505,8085 WEBB 91605-1505,,,,6,8/23/2007,"(34.2177, -118.3899)"
0003076227-0001-6,PHYTO GROUP LLC,,,8115   LANKERSHIM BLVD,NORTH HOLLYWOOD,91605-1612,8115 LANKERSHIM 91605-1612,,,,6,11/17/2020,"(34.2181, -118.3884)"
0003080816-0001-0,PROBIOTECK,,,8110   LANKERSHIM BLVD,N HOLLYWOOD,91605-1611,8110 LANKERSHIM 91605-1611,13223   VENTURA BLVD   SUITE #G,STUDIO CITY,91604-1801,6,1/1/2018,"(34.2187, -118.3873)"
0002112599-0001-9,CIRCLE OF HOPE ALLIANCE,BLUE GATE/ CIRCLE OF HOPE ALLIANCE,,16901   ROSCOE BLVD,NORTHRIDGE,91343-6112,16901 ROSCOE 91343-6112,,,,12,3/1/2006,"(34.2216, -118.5012)"
0002209814-0001-1,BOO-KU C.C. INC,EXHALENCE,,10467   ROSCOE BLVD,SUN VALLEY,91352-4101,10467 ROSCOE 91352-4101,22501 FRIAR STREET,WOODLAND HILLS,91367-1716,6,10/26/2006,"(34.2221, -118.36)"
0002195358-0001-6,K.U.S.H ALLEY INC,KUSH ALLEY INC,,16733   SCHOENBORN STREET,NORTH HILLS,91343-6107,16733 SCHOENBORN 91343-6107,16733   SCHOENBORN STREET,NORTH HILLS,91343-6107,12,10/1/2006,"(34.2229, -118.4978)"
0003067747-0001-5,GREEN LION GROUP CORPORATION,,,8420   LANKERSHIM BLVD,SUN VALLEY,91352-3124,8420 LANKERSHIM 91352-3124,1050   CORNELL AVENUE,ALBANY,94706-2304,6,1/1/2018,"(34.2235, -118.3874)"
0003071538-0001-2,"THE RX DEPOT GROUP, INC.",,,8516   SAN FERNANDO ROAD,SUN VALLEY,91352-3110,8516 SAN FERNANDO 91352-3110,8516 SAN FERNANDO ROAD,SUN VALLEY,91352-3110,6,1/1/2018,"(34.2247, -118.3758)"
0003155968-0001-8,SUNSET BUSINESS SOLUTIONS INC,THE SET NORTHRIGE,,8503 RESEDA BLVD,NORTHRIDGE,91324-4629,8503 RESEDA 91324-4629,,,,14,4/14/2021,"(34.2247, -118.5362)"
0003068067-0002-1,"VSV MUTUAL GROUP, INC.",,,11375   LUDDINGTON STREET,SUN VALLEY,91352-3107,11375 LUDDINGTON 91352-3107,,,,6,1/1/2018,"(34.2251, -118.3794)"
0003075989-0001-7,GREEN SPECTRUM TRADING INC,,,8541   LANKERSHIM BLVD,SUN VALLEY,91352-3127,8541 LANKERSHIM 91352-3127,,,,6,1/1/2018,"(34.2251, -118.3885)"
0002275034-0001-9,CANA ROOTS,KUSH KORNER CAREGIVERS,,11045   SHERMAN WAY,SUN VALLEY,91352-1352,11045 SHERMAN 91352-1352,,,,6,9/13/2007,"(34.2254, -118.376)"
0003073963-0001-8,HIT IT ONCE INC,,,11176   PENROSE STREET   #1,SUN VALLEY,91352-2752,11176 PENROSE 91352-2752,,,,6,1/1/2018,"(34.2269, -118.3743)"
0002247944-0001-1,HOLISTIC ALTERNATIVE INC. #57/D,,,18306   EDDY STREET,NORTHRIDGE,91325-3314,18306 EDDY 91325-3314,18306 EDDY STREET,NORTHRIDGE,91325-3314,12,4/17/2007,"(34.2273, -118.5319)"
0003068108-0001-3,CALIFORNIA CANNABIS TESTING LABS,,,18417   BRYANT STREET,NORTHRIDGE,91325-3309,18417 BRYANT 91325-3309,,,,12,1/1/2018,"(34.2276, -118.5346)"
0002202307-0001-0,COMPASSIONATE PATIENT RESOURCES INC,CPR,,18526   PARTHENIA STREET,NORTHRIDGE,91324-4025,18526 PARTHENIA 91324-4025,,,,12,11/22/2006,"(34.2279, -118.5371)"
0003158782-0001-3,NORTH HILLS SOCIETY LLC,CANNALOVE,,8660   WOODLEY AVENUE   #108,NORTH HILLS,91343-5740,8660 WOODLEY 91343-5740,,,,12,5/20/2021,"(34.2281, -118.4848)"
0003068120-0001-4,18401 ENTERPRISES INC,,,18401   EDDY STREET,NORTHRIDGE,91325-3315,18401 EDDY 91325-3315,,,,12,1/1/2018,"(34.2282, -118.534)"
0002245715-0002-2,VENICE CAREGIVER FOUNDATION INC,MEDMEN SUN VALLEY,,8724   BRADLEY AVENUE,SUN VALLEY,91352-2701,8724 BRADLEY 91352-2701,10115   JEFFERSON BLVD,CULVER CITY,90232-3519,6,1/1/2018,"(34.2284, -118.3738)"
0003067690-0001-3,TAMARACK VALLEY PARTNERS LLC,,,8620   TAMARACK AVENUE,SUN VALLEY,91352-2504,8620 TAMARACK 91352-2504,6232   MCLAREN AVENUE,WOODLAND HILLS,91367-1615,6,1/1/2018,"(34.2286, -118.3848)"
0003067469-0001-7,GROWWELL LLC,GROWWELL,,11661   PENDLETON STREET,SUN VALLEY,91352-2502,11661 PENDLETON 91352-2502,,,,6,1/1/2018,"(34.2289, -118.387)"
0003069674-0002-7,BEACHWOOD INDUSTRIES LLC,,,11618   PENDLETON STREET,SUN VALLEY,91352-2501,11618 PENDLETON 91352-2501,3347 N KNOLL DRIVE,LOS ANGELES,90068-1519,6,1/1/2018,"(34.229, -118.3854)"
0003067645-0001-8,PUNCH MEDIA LLC,PUNCH EDIBLES,,8724   REMMET AVENUE,CANOGA PARK,91304-1518,8724 REMMET 91304-1518,,,,3,1/1/2018,"(34.229, -118.5998)"
0003017491-0002-8,TOWER 26 INC,,,8826   BRADLEY AVENUE,SUN VALLEY,91352-2703,8826 BRADLEY 91352-2703,,,,6,1/1/2018,"(34.23, -118.3754)"
0003068055-0001-0,VRX ENTERPRISES LLC,,,11300   TUXFORD STREET,SUN VALLEY,91352-2636,11300 TUXFORD 91352-2636,708   PALM DRIVE,GLENDALE,91202-2142,6,1/1/2018,"(34.2301, -118.3767)"
0003075532-0001-4,SERGIO CAMACHO,,,8877   NORRIS AVENUE,SUN VALLEY,91352-2739,8877 NORRIS 91352-2739,,,,6,1/1/2018,"(34.2302, -118.3741)"
0003075129-0001-0,CERES PROJECT FACILITIES LLC,,,19425 LONDELIUS STREET,NORTHRIDGE,91324-3512,19425 LONDELIUS 91324-3512,9909   TOPANGA CANYON BLVD   #192,CHATSWORTH,91311-3602,12,1/1/2018,"(34.2303, -118.5569)"
0003218503-0001-2,SACRED TREE 365 LLC,,,20660 BAHAMA STREET,CHATSWORTH,91311-6101,20660 Bahama 91311-6101,23601 WILDWOOD CANYON ROAD,NEWHALL,91321-3810,3,1/1/2018,"(34.2314, -118.5838)"
0003070843-0001-1,RAZO VENTURES,CHOCOLATE HAUS,,8979   SAN FERNANDO ROAD,SUN VALLEY,91352-1410,8979 SAN FERNANDO 91352-1410,8454   GRENOBLE STREET,SUNLAND,91040-2816,6,1/1/2018,"(34.2317, -118.3865)"
0002184569-0001-7,"SUPERIOR HERBAL HEALTH, LLC",THE CLINIK,,20447   NORDHOFF STREET,CHATSWORTH,91311-6112,20447 NORDHOFF 91311-6112,7119 W SUNSET BLVD   UNIT #605,LOS ANGELES,90046-4411,12,10/1/2006,"(34.2325, -118.5794)"
0003069843-0001-0,GREGORY YAKUBOVICH,,,21418   OSBORNE STREET,CANOGA PARK,91304-1520,21418 OSBORNE 91304-1520,21418   OSBORNE STREET,CANOGA PARK,91304-1520,3,1/1/2018,"(34.2333, -118.5984)"
0003075472-0001-1,GL420 ENTERPRISE INC,,,9000   WINNETKA AVENUE,NORTHRIDGE,91324-3235,9000 WINNETKA 91324-3235,,,,12,1/1/2018,"(34.2336, -118.5704)"
0002653063-0001-0,MHI BILL INC,,,21434 OSBORNE STREET,CANOGA PARK,91304-1520,21434 OSBORNE 91304-1520,22647   VENTURA BLVD   UNIT #331,WOODLAND HILLS,91364-1416,3,6/1/2012,"(34.2336, -118.598)"
0003069651-0001-8,TGB CONSULTING LLC,THEGROWBROTHERS,,9000   OWENSMOUTH AVENUE,WEST HILLS,91304-1416,9000 OWENSMOUTH 91304-1416,1307   GRAYNOLD AVENUE,GLENDALE,91202-2040,3,1/1/2018,"(34.2338, -118.6013)"
0003071032-0001-4,"PUBLIC ONLY SERVICES, INC",,,21350   NORDHOFF STREET   UNIT #101,CHATSWORTH,91311-6907,21350 NORDHOFF 91311-6907,,,,3,1/1/2018,"(34.2345, -118.5965)"
0003069844-0001-4,HANNAH ASHBY,,,21825   NORDHOFF STREET,CHATSWORTH,91311-5712,21825 NORDHOFF 91311-5712,26500 AGOURA ROAD #101-221,CALABASAS,91302-1952,12,1/1/2018,"(34.2359, -118.6036)"
0003081936-0001-2,TOTAL ACCOUNTABILITY VENTURES INC,,,20801   NORDHOFF STREET   UNIT #C,CHATSWORTH,91311-5925,20801 NORDHOFF 91311-5925,10351   SANTA MONICA BLVD   SUITE #420,LOS ANGELES,90025-6935,12,1/1/2018,"(34.236, -118.5868)"
0002034460-0002-9,ROBERTSON CAREGIVERS BEVERLYWOOD,,,12800   WENTWORTH STREET,ARLETA,91331-4331,12800 WENTWORTH 91331-4331,,,,6,9/1/2007,"(34.2362, -118.4116)"
0003075896-0001-9,LESHEM ENTERPRISES LLC,,,9215   CRANFORD AVENUE,ARLETA,91331-4309,9215 CRANFORD 91331-4309,6743   FULTON AVENUE,VAN NUYS,91401-1224,6,1/1/2018,"(34.2368, -118.413)"
0002174190-0001-8,"UNIVERSAL HERBAL CENTER, LLC",THE MARIJUANA FACTORY,,9155   DEERING AVENUE,CHATSWORTH,91311-5802,9155 DEERING 91311-5802,9155   DEERING AVENUE,CHATSWORTH,91311-5802,12,8/15/2006,"(34.2368, -118.5962)"
0002987257-0001-5,MAGENDA INC,,,9309   BORDEN AVENUE,SUN VALLEY,91352-2036,9309 BORDEN 91352-2036,10878   BLOOMFIELD STREET   UNIT #405,TOLUCA LAKE,91602-2229,6,6/6/2016,"(34.2378, -118.37)"
0002925665-0002-8,SO CAL DISCOUNT MEDICAL SUPPLY INC,,,9313   BORDEN AVENUE      #,SUN VALLEY,91352-2036,9313 BORDEN 91352-2036,9018   BALBOA BLVD   UNIT #418,NORTHRIDGE,91325-2610,6,1/1/2018,"(34.2379, -118.3695)"
0003067647-0001-7,PLAN B VISION,PLAN B VISION,,11737   WICKS STREET,SUN VALLEY,91352-1518,11737 WICKS 91352-1518,324 S BEVERLY DRIVE #586,BEVERLY HILLS,90212-4801,6,1/1/2018,"(34.238, -118.3888)"
0002183557-0001-7,SUN VALLEY CAREGIVERS INC,SVC11000,,11000   RANDALL STREET,SUN VALLEY,91352-2653,11000 RANDALL 91352-2653,,,,6,10/16/2006,"(34.2382, -118.3697)"
0003068089-0001-9,TRUE CLASSIC PRODUCTION LLC,TRUE CLASSIC OG,,9320   MASON AVENUE,CHATSWORTH,91311-5201,9320 MASON 91311-5201,4249   COLFAX AVENUE,STUDIO CITY,91604-2930,12,1/1/2018,"(34.2401, -118.5792)"
0002207291-0001-3,NORTHRIDGE CAREGIVERS CO-OP INC,HCMA,,11826   SHELDON STREET,SUN VALLEY,91352-1507,11826 SHELDON 91352-1507,7039   JELLICO AVENUE,VAN NUYS,91406-3525,6,12/8/2006,"(34.2409, -118.39)"
0002198520-0001-7,ORIGINAL BALBOA CAREGIVERS INC,HAVANA GREEN,,9419   MASON AVENUE,CHATSWORTH,91311-5204,9419 MASON 91311-5204,POST OFFICE BOX #9301,CALABASAS,91372-9301,12,11/30/2006,"(34.2413, -118.581)"
0003067652-0001-8,NASCIENT I LLC,,,9419   MASON AVENUE   #C,CHATSWORTH,91311-5204,9419 MASON 91311-5204,,,,12,1/1/2018,"(34.2413, -118.581)"
0003128227-0001-4,ALTERNATIVE RESEARCH GROUP,GREEN LABEL RX,,9448   TOPANGA CANYON BLVD,CHATSWORTH,91311-5730,9448 TOPANGA CANYON 91311-5730,2085   PASEO AZUL,SAN DIMAS,91773-3990,12,1/1/2018,"(34.2422, -118.6055)"
0002767139-0001-5,STEPHEN WASEN,,,9503 CLYBOURN AVENUE,SUN VALLEY,91352-1622,9503 CLYBOURN 91352-1622,,,,7,8/5/2014,"(34.2434, -118.3693)"
0003055709-0002-7,"GREENEYES FARMS, INC.",,,9535   OWENSMOUTH AVENUE   #C/D/E,CHATSWORTH,91311-4809,9535 OWENSMOUTH 91311-4809,,,,12,1/1/2018,"(34.2437, -118.603)"
0003071173-0001-1,CONCENTRATED SERVICES LLC,,,11677   SHELDON STREET,SUN VALLEY,91352-1504,11677 SHELDON 91352-1504,,,,6,1/1/2018,"(34.2444, -118.387)"
0003074108-0001-1,A-Z COMMUNICATIONS INC,KUSHCO,,9611 CANOGA AVENUE,CHATSWORTH,91311-4115,9611 CANOGA 91311-4115,,,,12,1/1/2018,"(34.2445, -118.5989)"
0002248388-0002-1,VALLEY HEALTH CENTER COLLECTIVE INC,,,9752   GLENOAKS BLVD,SUN VALLEY,91352-1014,9752 GLENOAKS 91352-1014,,,,6,3/1/2007,"(34.247, -118.3844)"
0002237919-0001-7,PATIENTS CORP,FOOTHILL WELLNESS CENTER,,7132   FOOTHILL BLVD,TUJUNGA,91042-2717,7132 FOOTHILL 91042-2717,7132   FOOTHILL BLVD,TUJUNGA,91042-2717,7,4/18/2011,"(34.2479, -118.2873)"
0002850246-0001-1,WONDERLAND OASIS INC,SUGARBUDZ,,9830   SAN FERNANDO ROAD,PACOIMA,91331-2636,9830 SAN FERNANDO 91331-2636,,,,7,5/7/2007,"(34.25, -118.4034)"
0003075806-0001-6,ILLUMICAN SCIENTIFIC INC,,,9870   SAN FERNANDO ROAD   #101,PACOIMA,91331-2665,9870 SAN FERNANDO 91331-2665,,,,7,1/1/2018,"(34.2505, -118.4041)"
0000460382-0001-1,STONEY POINT COLLECTIVE INC,J CALSO DEVLOPMENT,,9851   TOPANGA CANYON BLVD,CHATSWORTH,91311-4006,9851 TOPANGA CANYON 91311-4006,1662   WATERLOO STREET,LOS ANGELES,90026-2423,12,9/9/2006,"(34.2505, -118.6062)"
0003158838-0001-1,REVO GROUP LLC,,,10125 SEPULVEDA BLVD,MISSION HILLS,91345-2613,10125 Sepulveda 91345-2613,,,,14,6/22/2021,"(34.2544, -118.4678)"
0003085979-0001-0,AAA MEDICAL SUPPLY,,,10275   GLENOAKS BLVD   UNIT #2,PACOIMA,91331-6690,10275 GLENOAKS 91331-6690,9018   BALBOA BLVD   UNIT #418,NORTHRIDGE,91325-2610,7,1/1/2018,"(34.2568, -118.3957)"
0003082641-0001-6,TOP HAT DERBY INC,,,12201   MONTAGUE STREET,PACOIMA,91331-2212,12201 MONTAGUE 91331-2212,23679   CALABASAS ROAD,CALABASAS,91302-1502,7,1/1/2018,"(34.2571, -118.3992)"
0002215717-0001-4,WELLNESS CAREGIVERS COLLECTIVE,WEST COAST HOLISTIC CENTER,,15460   DEVONSHIRE STREET,MISSION HILLS,91345-2619,15460 DEVONSHIRE 91345-2619,,,,7,1/9/2007,"(34.2572, -118.4692)"
0002112381-0001-2,STRAIN BALBOA CAREGIVERS INC,SFV DELIVERS,,21627 DEVONSHIRE STREET #B,CHATSWORTH,91311-2902,21627 DEVONSHIRE 91311-2902,,,,12,5/1/2006,"(34.2572, -118.5999)"
0002262794-0001-0,NATURAL AID PHARMACY A COOPERATIVE CORPORATION,NATURAL AID PHARMACY,,8124   FOOTHILL BLVD,SUNLAND,91040-2941,8124 FOOTHILL 91040-2941,,,,7,7/27/2007,"(34.2594, -118.3101)"
0002232461-0001-1,HERBAL PAIN RELIEF CENTER INC,,,10736 SEPULVEDA BLVD,MISSION HILLS,91345-1904,10736 SEPULVEDA 91345-1904,,,,7,3/13/2007,"(34.2648, -118.4671)"
0003167476-0001-2,GE GRANADA HILLS INC,GREEN EARTH GRANADA HILLS,,17719 CHATSWORTH STREET,GRANADA HILLS,91344-5604,17719 Chatsworth 91344-5604,,,,12,12/16/2019,"(34.2652, -118.5205)"
0003067633-0001-5,LEGACY HCS LLC,,,11255   ILEX AVENUE,PACOIMA,91331-2725,11255 ILEX 91331-2725,,,,7,1/1/2018,"(34.2742, -118.4332)"
0003067615-0002-5,MVN PRODUCTIONS LLC,,,13546   DESMOND STREET,PACOIMA,91331-2315,13546 DESMOND 91331-2315,21781   VENTURA BLVD   SUITE #432,WOODLAND HILLS,91364-1835,7,1/1/2018,"(34.275, -118.4272)"
0003067615-0001-7,MVN PRODUCTIONS LLC,,,13540   DESMOND STREET,PACOIMA,91331-2315,13540 DESMOND 91331-2315,,,,7,1/1/2018,"(34.2752, -118.4268)"
0003069825-0001-1,ANGEL CITY FARMERS COOPERATIVE CORPORATION,,,13541   DESMOND STREET,PACOIMA,91331-2316,13541 DESMOND 91331-2316,19360   RINALDI STREET   UNIT #388,PORTER RANCH,91326-1607,7,1/1/2018,"(34.2759, -118.4278)"
0003068285-0001-7,GREEN KISS FARMS LLC,,,11378   EL DORADO AVENUE,SAN FERNANDO,91340-3413,11378 EL DORADO 91340-3413,,,,7,1/1/2018,"(34.277, -118.4362)"
0002176979-0001-1,HERBAL REMEDIES CAREGIVERS INC,,,12423   GLADSTONE AVENUE,SYLMAR,91342-5339,12423 GLADSTONE 91342-5339,12423 GLADSTONE AVENUE UNIT #15,SYLMAR,91342-5340,7,9/1/2006,"(34.2953, -118.4127)"
0002118901-0001-6,SAN FERNANDO VALLEY PATIENTS COOPERATIVE A NON PROFIT CORPORATION,SAN FERNANDO VALLEY PATIENTS COOPERATIVE,,12527   SAN FERNANDO ROAD,SYLMAR,91342-5023,12527 SAN FERNANDO 91342-5023,POST OFFICE BOX #2482,NORTH HILLS,91393-2482,7,5/15/2006,"(34.2975, -118.4579)"
0003081226-0001-1,SYLMAR DISCOUNT COLLECTIVE INC,,,12806 BRADLEY AVENUE,SYLMAR,91342-3827,12806 BRADLEY 91342-3827,,,,7,1/1/2018,"(34.3026, -118.4558)"
0002179615-0002-7,ZEN MEDICAL GARDEN CORPORATION,GREENLIGHT DISCOUNT PHARMACY,,15507 COBALT STREET UNIT #4,SYLMAR,91342-3563,15507 COBALT 91342-3563,,,,7,6/4/2007,"(34.307, -118.4695)"
0003067507-0001-4,TERRAFORM FARMS INC,TERRAFORM GENETICS,,13042   BRADLEY AVENUE,SYLMAR,91342-3831,13042 BRADLEY 91342-3831,,,,7,1/1/2018,"(34.3075, -118.4614)"
0002256875-0001-8,CANNATOPIA GARDENS,,,13509 HUBBARD STREET,SYLMAR,91342-4419,13509 HUBBARD 91342-4419,,,,7,6/29/2007,"(34.3099, -118.4274)"
0003075482-0001-4,UNIVERSAL NURSERY LOS ANGELES LLC,,,15850   MONTE STREET,SYLMAR,91342-3597,15850 MONTE 91342-3597,1058   IRVING AVENUE,GLENDALE,91201-4575,7,1/1/2018,"(34.3106, -118.4755)"
0003075540-0001-9,NIVA LABS LLC,,,13171   TELFAIR AVENUE   UNIT #B,SYLMAR,91342-3571,13171 TELFAIR 91342-3571,1158   WESLEY AVENUE,PASADENA,91104-3157,7,1/1/2018,"(34.3106, -118.4793)"
